id,modified_comment,Cause Span,Anger,Love,Fear,Joy,Sadness,Surprise,Emotion 2,Emotion 3
185240719,Lmaooooo nanifest seems cooler though 😂,Lmaooooo nanifest seems cooler though 😂,0,0,0,1,0,0,Cheerfulness,Jolliness
186009736,This is wrong for `index === 0`,this is wrong,0,0,0,1,0,0,Cheerfulness,Joviality
186031083,"This is wrong. If options is `undefined`, then `bail` is not a `boolean`","This is wrong. If options is `undefined`, then `bail` is not a `boolean`",1,0,0,0,0,0,Disapproval,-
186056719,I am not sure if it is fine to edit an existing test.,I am not sure if it is fine to edit an existing test.,0,0,0,0,0,1,Confusion,
186620605,This is wrong,This is wrong,1,0,0,0,0,0,Disapproval,-
187519600,"Sorry, I meant to include the exposed variables in the diff.","Sorry, I meant to include",0,0,0,0,1,0,Neglect,Embarrassment
189286545,Remove this whole file. It's a bad test because it test the internal behavior.,It's a bad test because it test the internal behavior.,1,0,0,0,0,0,Disapproval,-
189431101,"hmm.. I'll remove it, but the problem was there before this change...",but the problem was there before this change...,0,0,1,0,0,0,Nervousness,worry
191767183,"I'm stuck here, I don't know how to get the used exports [USER] thanks",I don't know how to get the used export,0,0,0,0,0,1,Confusion,
191852312,"Yep, something is wrong",something is wrong,0,0,1,0,0,0,Nervousness,Worry
194542610,"[USER] If you need help, feel free to assign us to a respective project, sub-ticket we can work on.","If you need help, feel free to assign us",0,1,0,0,0,0,Affection,Caring
195418891,"aaa I see what you mean, sh...... ok, sorry will fix this",sorry will fix this,0,0,0,0,1,0,Neglect,Embarrassment
197090722,"Not sure what exactly to put here, would appreciate some guidance",Not sure what exactly to put here,0,0,0,0,0,1,Confusion,
198086388,"Not sure if the above changes are needed since we already do that in `WebpackOptionsDefaulter`.
/cc [USER]",Not sure if the above changes are needed,1,0,0,0,0,0,Disapproval,-
202604993,Not sure why the snapshots changed...,Not sure why the snapshots changed...,0,0,0,0,0,1,Confusion,
206464542,Yep. I was hesitant. That's probably the best move.,That's probably the best move.,0,0,0,1,0,0,Approval,
215908087,This change is strange. Why is there such a big difference?,This change is strange. Why is there such a big difference?,0,0,0,0,0,1,Confusion,
220100243,Is this the correct way? I don't think so... 😛,😛,0,0,0,1,0,0,Cheerfulness,Jolliness
221837163,Still not sure if this handels all possible cases... :),not sure if this handels all possible cases...,0,0,1,0,0,0,Nervousness,Worry
225843589,You should not repeat fields which are serialized in the base class.,You should not repeat fields which are serialized,1,0,0,0,0,0,Disapproval,-
225866422,"No it isn't, good catch",good catch,0,0,0,1,0,0,Approval,
243922465,Not sure if the test makes sense this way,Not sure if the test makes sense this way,0,0,0,0,0,1,Confusion,
245948453,"Why is this change made?
We want to have caching in the CI.",Why is this change made,0,0,0,0,0,1,Confusion,
247323467,this will falsely abort recursing into parameters of arrow functions,this will falsely abort recursing into parameters of arrow functions,0,0,1,0,0,0,Nervousness,Worry
247501571,Yep. Same concern for me.,same concern for me,0,0,1,0,0,0,Nervousness,Worry
247910899,"""I thought the original pull request needed just a rebase. I'll look into it. Do you have any suggestions what needs to be done?
Also - I'm not sure why there was such a complex test function [URL], the test can be simpler, right?
And looking at it some more, maybe `Preserve existing chunk as an entrypoint when it has matching modules` is not a very clear description, or is it? I'd suggest something like `Preserve entrypoint when it has same name as chunk`?""","I'm not sure why there was such a complex test function [URL], the test can be simpler, right?",0,0,0,0,0,1,Confusion,
248169866,That's an assumption this piece of code should not make.,this piece of code should not make.,1,0,0,0,0,0,Disapproval,-
274094522,"Yes, We need to implement features that can be used with the file/url-loader. So, I want to implement it in the next step. Also, I want to move all test cases from these loaders.",.can be used with the file/url-loader,0,0,0,1,0,0,Approval,-
282613868,"My primary concern is performance. I'd rather avoid lookups against the `resolver` for every generated identifier, if possible. The only case where this check seems like it is needed is [here]([URL] so incurring the cost of the lookup for *every* hoisted variable is unnecessary overhead.
I would still recommend that we add `addBlockVariableDeclaration` for this case, but we can mark it as `/* [USER] */` for now and revisit the API for custom transformer consumption later.",My primary concern is performance,0,0,1,0,0,0,Nervousness,Worry
303461904,"Makes sense, but in this case I don't even need DateTimeFormat and can save the initialization cost...",I don't even need DateTimeFormat,1,0,0,0,0,0,Disapproval,-
305635514,I see no reason why this can't be inlined into `getPolicy`,no reason why this can't be inlined into `getPolicy`,1,0,0,0,0,0,Disapproval,-
322592231,"That looks suspicious. Should it be more like this:
[TRIPLE QUOTE].",that looks suspicious,0,0,1,0,0,0,Nervousness,worry
322592566,"But we even bothering with a Promise, the original code should work fine here and is simpler.",we even bothering with a Promise,1,0,0,0,0,0,Disapproval,-
324006383,"you're right, I should have wrapped the entire thing in the promise. I changed it, should be visible in the latest commit","you're right, I should have wrapped the entire thing in the promise.",0,0,0,1,0,0,Approval,-
343607217,"I think all files is unnecessary, plugins and webpack.js (as Node.js API) maybe.. don't know exactly",don't know exactly,0,0,1,0,0,0,Nervousness,Worry
343838539,This change doesn't work correctly.,doesn't work correctly,0,0,1,0,0,0,Nervousness,worry
343840578,"Many attached types are missing here.
This seem to be a typescript bug.
Source file:
[URL]",many attached types are missing here,0,0,1,0,0,0,Nervousness,Worry
351888259,I think here mistake,think here mistake,1,0,0,0,0,0,Disapproval,-
379757627,Good catch :clap:,Good catch :clap:,0,0,0,1,0,0,Cheerfulness,
391751718,"Bug, i think it is breaking change",it is breaking change,0,0,1,0,0,0,Nervousness,Worry
407966535,"That's not something you can use here.
signals is something for the CLI not for a plugin.","thats not something you can use here, not for a plugin",1,0,0,0,0,0,Disapproval,-
441936829,🤦 It was meant to be: [TRIPLE QUOTE]. Do you have any suggestions?,It was meant to be,0,0,0,0,1,0,Neglect,Embarrassment
448856427,"Interesting idea. That's worth trying. I think I refactor the whole thing in a way to not leak the parsed version into the API, so all this is webpack internal and can be changed in future.",interesting idea,0,1,0,0,0,0,Affection,Liking
450314177,"Not sure, maybe better slice on line 2378","Not sure, maybe better slice on line 2378",0,0,0,0,0,1,Confusion,
453322531,cache results at least for first one.. not sure because of merge result is cached (at least for resolver options),not sure because of merge result is cached (at least for resolver options),0,0,0,0,0,1,Confusion,
467174466,"It's legal, but not correct. The car would have the ModuleDependency, but at runtime it could also have other types. That's why it's wrong.
You must only use casts when the type is restricted at runtime but typescript doesn't know about that. Here the cast is useful to tell typescript that you are sure that this is the type here.",not correct. The car would have the ModuleDependency,1,0,0,0,0,0,Disapproval,-
477496765,"oh, that makes sense; `[USER] {[USER] ... }` is a pretty common construction I think. never mind.",oh that makes sense,0,0,0,1,0,0,Approval,-
483824904,Thanks for the clarification 👍,Thanks for the clarification,0,1,0,0,0,0,Affection,Love
485136866,"This looks sketchy, but I manually verified that the assertion should hold in all cases we currently have; it’s just hard to encode it into the types. The only times `host.getCurrentDirectory` is `undefined` are
1. The command line parser and typings installer each call the module name resolver in an ad-hoc way under certain circumstances, but they pass a hard-coded `compilerOptions` that lack `paths`, so this code path is never taken.
2. `Project` calls `getAutomaticTypeDirectives` with a `DirectoryStructureHost`, but that function never uses `host.getCurrentDirectory()`.
Changing `ModuleResolutionHost['getCurrentDirectory']` to be non-optional makes these call sites a bit of a nuisance.",.assertion should hold in all cases we currently have,0,0,0,1,0,0,Approval,-
488231078,not sure what is correct now.. web or browser? [USER],not sure what is correct now,0,0,0,0,0,1,Confusion,
494426360,"this error comes from the same information as before, and is just as correct; I'm not sure what caused it to change, though.","I'm not sure what caused it to change, though.",0,0,0,0,0,1,Confusion,
498581436,"Slightly afraid of all the places that are going to need to be patched up in the future to check like this, but I guess that's programming",Slightly afraid of all the places that are going to need,0,0,1,0,0,0,Nervousness,worry
499866660,"Ah, yes that's right! I was thinking about this case again over the weekend and forgot why I had previously realized it would be fine (because we skip the browser url update in this case 🤦 )",.forgot why I had previously realized it would be fine,0,0,0,0,1,0,Neglect,embarassment
499866755,ah! Got it [USER] thank you.,ah! Got it [USER] thank you.,0,1,0,0,0,0,Affection,love
512943729,I am not sure. but i am certain that extendedSourceFiles should contain source file name that wasnt present. It would need another file exists check or another field just to return information if file is present or not and that seems unnecessary just to let project structure information. Let me know if you think its necessary. If it is we would probably need another field on tsconfig source files,seems unneccesary just to let the project structure information,1,0,0,0,0,0,Disapproval,-
516378355,This might be a premature optimization. Happy to roll it back if people have concerns.,This might be a premature optimization.,0,0,1,0,0,0,Nervousness,Worry
523003305,"I'm not sure how to fix this, nor if this is acceptable in this test case. Namespaces in TS are magic to me 😅",Namespaces in TS are magic to me,0,0,0,1,0,0,Cheerfulness,Amusement
526495093,You are right.. this must be friday evening brain fog.. external projects can create configured projects not inferred projects so this doesnt make sense. i am updating the test case..,.this doesnt make sense,0,0,1,0,0,0,Nervousness,"uneasiness, distress"
527286267,"I was worried that, if I declared it as something other than an expanded union, we might change the representation in the future, silently invalidating the test. For example, one can imagine specializing type comparison for string template types so that the union didn't have to be expanded. TBH, string template types hadn't occurred to me, but I did specifically avoid using conditional spreads.","I was worried that, if I declared it as something other",0,0,1,0,0,0,Nervousness,Worry
527391825,"Oh, I forgot to revert that. Sorry. Fixed!",I forgot to revert that. Sorry.,0,0,0,0,1,0,Neglect,
531047169,"Hah, sorry, yeah, ok. Diffs don't really expand in `checker` and I was reading on mobile~",Diffs don't really expand in `checker` and I was reading on mobile,0,0,0,0,1,0,Neglect,
534503726,"I love the subtlety of this fix and I keep on being amazed that DevTools ""fuzzes"" TypeScript 😂","subtlety of this fix and I keep on being amazed that DevTools ""fuzzes"" TypeScript",0,1,0,0,0,0,Affection,liking
537022104,"Sorry that was a bit unclear. I'm not against the prefix. I was only complaining about the `Compilation finished` message, which is redundant to the `webpack compiled successfully` message in the stats output. A prefix is good in general for all other messages...",sorry that was a bit unclear,0,0,1,0,0,0,Nervousness,Worry
539004530,"Oh.... Sorry for the misleading...
And, I am a little confused, if there is not any special folder, according to the module resolution [URL] How could file find the correct modules? Did I miss something?","I am a little confused, if there is not any special folder",0,0,0,0,0,1,Confusion,
540428972,"You can still get duplicate reports with it in place if a comparison happens to show up multiple times in a program, and we do do some comparisons with `reportErrors` off only.",duplicate reports with it in place,0,0,1,0,0,0,Nervousness,Worry
540864006,"Yeah, pretty much that exactly.",pretty much that exactly,0,0,0,1,0,0,Approval,
544653738,"Not exactly; it asserts that the exported symbol was in fact found to be exported by its module symbol, according to either the main program checker or the AutoImportProvider checker. This is basically redoing work during the completions _details_ request that was done during the previous completions _list_ request, so it should always be found, but of course there’s no guarantee of that in the types, hence the assertion. (It’s also the sort of assumption that could plausibly be violated by a bizarre sequence of edits triggering some race condition, or just wrong code, so we do see assertions like this come up in telemetry every once in a while.)",Not exactly; it asserts that the exported,1,0,0,0,0,0,Disapproval,-
545912300,"Oops, missed the precedent. Changed.","Oops, missed the precedent.",0,0,0,0,1,0,Neglect,
550365711,"Love it. how do we do that?
Update: Well you already explained. I'm gonna try to do it 😅",.Love it,0,1,0,0,0,0,Affection,Love
551036875,I wondered why this change is necessary as there cannot be syntactic modifiers in JS files. In case you also wondered: it turns out this might be a bug: #42189,wondered: it turns out this might be a bug:,0,0,1,0,0,0,Nervousness,Worry
552161218,You are right because it would resolve completely to actual path even if equivalent of npm link kind of thing is used .,You are right because it would resolve completely to actual path,0,0,0,1,0,0,Approval,-
553662723,"Also, whatever function this ends up using, it’s likely to be more expensive than the next couple conditions in this function, so this calculation should be moved to be the last.",it’s likely to be more expensive than the next couple conditions in this function,0,0,1,0,0,0,Nervousness,Worry
560552229,"Oh, github didn't load the previous 3 comments before I commented. I guess the point is that I think the comment is not confusing, even if the code itself is.","the comment is not confusing, even if the code itself is.",0,0,0,0,0,1,Confusion,
561172432,sorry about that..,sorry about that,0,0,0,0,1,0,Neglect,embarassment
561371829,"in context, I think this is a pretty good name.",I think this is a pretty good name,0,1,0,0,0,0,Affection,Love
562258053,"Hm, so the user test previously just applied a custom tsconfig to the contents of the `src` directory and built it. That actually includes way more than they typecheck in their own build: [URL] Do we want to continue checking the whole src folder under our own rules like the `user` test used to, or should we use their build like this?",.Do we want to continue checking the whole src folder ,0,0,0,0,0,1,Confusion,
562449136,"Wait, what do you mean? And is this a TS bug too?",what do you mean?,0,0,0,0,0,1,Confusion,
566340114,"consider unit testing this function. It's a pure function which should make it easy to unit test, it's reusable, and it's non-trivial enough to warrant a test IMHO.",.should make it easy to unit test,0,1,0,0,0,0,Affection,Love
566674300,I'm sure there is a nicer (and safer!) way of determining whether the properties of a mapped type are optional. Right now I'm looking at the syntax node. But this approach does not work with `+?` for example.,this approach does not work with `+?` for example,0,0,1,0,0,0,Nervousness,Worry
567249541,"I agree with the more general point that it is rarely useful to look at the constraints of types when determining whether one is an instance of the other. I do think, however, that this is one of the rare cases where it actually is useful.
I completely agree with all the other points you're making 🙂
I also added your example to the test, although I don' think it will be immediately impacted by the change.",I agree with the more general point that it is rarely useful to look at the constraints of types,0,0,0,1,0,0,Approval,-
568290121,"You cannot rely on parents in transformers, prior transformations do not set them so they are likely to be `undefined`.",You cannot rely on parents in transformers,0,0,1,0,0,0,Nervousness,Worry
572453108,I don’t understand this; can you explain?,I don’t understand this,0,0,0,0,0,1,Confusion,
583047802,"I’m going to take a closer look at this implementation today, but first thing to note is that this test doesn’t actually generate the crash at #41925. I haven’t checked yet to see whether your changes do in fact fix that crash, but it seems like the test doesn’t actually prove that the linked bug is fixed.",it seems like the test doesn’t actually prove that the linked bug is fixed.,0,0,1,0,0,0,Nervousness,Worry
583178068,Does this cause us to be any more eager in resolving method types than before?,Does this cause us to be any more eager,0,0,0,0,0,1,Confusion,
594591557,"You should not do it, it is wrong",it is wrong,1,0,0,0,0,0,Disapproval,-
595303968,"Code size/performance, yes I would have to agree","Code size/performance, yes I would have to agree",0,0,0,1,0,0,Approval,
597535481,"I am maybe missing something but it seems to be a dead code anyways, because `this.watcher` is always `null` at this point so this `if` branch with `this.watcher.pause()` is actually never executed (see line 252)?
[URL]",I am maybe missing something but it seems to be a dead code anyways,0,0,1,0,0,0,Nervousness,Worry
600179413,"[BLOCK QUOTE]. That's precisely what I was describing, yes.",That's precisely what I was describing,0,0,0,1,0,0,Approval,-
607233139,"Just a PR -- I'll mark it with the Housekeeping label. (The bot doesn't know about Housekeeping iirc, so it will still probably comment, unfortunately.)","it will still probably comment, unfortunately",0,0,0,0,1,0,Disappointment,
608001823,"There are a couple failing tests now; I’m guessing some of this was still important. If I had to guess, I would say that this `else` block needs to be preserved for insertions where the next element is on a different line.",there are a couple failing tests now,0,0,1,0,0,0,Nervousness,Worry
608856666,"Ok, so, in this case, we don’t need a semicolon because we had a line break and `{` is not one of the tokens that prevents ASI from happening. So here, we do want `Unexpected token. A constructor, method, accessor, or property was expected.` But if it were on the previous line, we’d want `';' expected.` Sorry if I led you astray in my previous comment—I think what I said was right, but incomplete. This stuff is tricky 😅 Some test cases:
[TRIPLE QUOTE].
which is what they all say in current master.",Sorry if I led you astray in my previous comment,0,0,0,0,1,0,Neglect,guilt
613450356,"This name is a little confusing—it looks like it’s getting the constraint of a type argument, and then optionally drilling into a property of that constraint type, based on the syntax location of the cursor. I was confused about why we’d want to get a subtype of a type argument when its constraint is necessarily a supertype of it. Maybe `getConstraintOfTypeArgumentProperty` or something?",This name is a little confusing—it looks like it’s getting the constraint of a type argument,0,0,0,0,0,1,Confusion,
613542715,ahh well it still is going to build all the time i guess... it was never tested scenario.. so ....,it was never tested scenario..,0,0,0,0,1,0,Disappointment,
615399836,😕 So we should simply ignore private `Symbol.iterator/Symbol.asyncIterator` when checking unused members?,So we should simply ignore private,0,0,0,0,0,1,Confusion,
616117268,Seems good!,Seems good!,0,0,0,1,0,0,Approval,
622142795,🧐 awwww I have no idea how I managed that. Goodness! Thank you for catching this! 😁,Goodness! Thank you for catching this!,0,1,0,0,0,0,Affection,Love
624256467,Sorry i wasnt very clear in my comment.. What i was saying was that comparison needs to be between `Path` but value needs to be string.,Sorry i wasnt very clear in my comment,0,0,0,0,1,0,Neglect,embarassment
625279107,It doesn't appear to be deleted?,It doesn't appear to be deleted?,0,0,0,0,0,1,Confusion,
626079878,"Oh yes, I just mixed that one up. Fixing!",I just mixed that one up,0,0,0,0,1,0,Neglect,embarassment
626115467,Oh! Thank you!!! Actually fixed now. 🙃,Thank you!!! Actually fixed now.,0,1,0,0,0,0,Affection,Love
626601399,"Pete answered here: [URL] Thanks, both of you!","Thanks, both of you!",0,1,0,0,0,0,Affection,Love
628914459,"I'm not sure why this code is here, and why it is hard-coded to the `/testing/` path.",I'm not sure why this code is here,0,0,0,0,0,1,Confusion,
629544142,"moved, though I'm not 100% on how I set up the tests for it also, worried that while it fixes a bug, it's a bit breaking because it was added into es5 half a year ago","worried that while it fixes a bug, it's a bit breaking",0,0,1,0,0,0,Nervousness,Worry
629735298,"That looks good, but you could also just use a class field in the binding and update it [as described here]([URL]",That looks good,0,0,0,1,0,0,Approval,
630039493,Why is the `| null` part needed? 😕,Why is the `| null` part needed,0,0,0,0,0,1,Confusion,
635391807,"OOC, why move this here? :confused:",why move this here? :confused:,0,0,0,0,0,1,Confusion,
637396180,"Is this actually relevant to this bug?
It seems to me that this PR has two parts:
1) Fixing the bug which is when there is only one task, and that task has a error, we were not throwing the error.
2) Speeding up the case where there are multiple tasks but only one of them has an error.
Is the second part actually necessary? I think the code could be smaller without this performance change.",.Is the second part actually necessary,1,0,0,0,0,0,Disapproval,-
638232605,"I was thinking about this check more and I think this might actually become a source of flakes on CI. Also since this check would be invoked for each change and some URLs might become unreachable over time, we may end up with failing CI for main branches that would not be directly related to the changed code.
I think the check is still useful, but I'd propose making it a warning instead and log the findings to the output (avoid throwing an error). In this case we would have all the necessary info and tooling to do these cleanup once in a while, but avoid flakes and CI failures due to 3rd party websites availability.",.we may end up with failing CI,0,0,1,0,0,0,Nervousness,Worry
638742132,I like the idea of having a class 👍,like the idea of having a class,0,1,0,0,0,0,Affection,Liking
641696774,"Wow, this was a tricky one. Thank you!",this was a tricky one. Thank you!,0,1,0,0,0,0,Affection,Love
643506552,"This doesn't work in the presence of whitespace.
[TRIPLE QUOTE].
I would change your search string to `meta` instead.",doesn't work in the presence of whitespace.,1,0,0,0,0,0,Disapproval,-
644290236,I don't think .call is necessary here,I don't think .call is necessary here,1,0,0,0,0,0,Disapproval,-
644306608,"Sorry, I don't understand this comment.",I don't understand this comment.,0,0,0,0,0,1,Confusion,
644370206,Why just the first one? Why not hide them all?,Why just the first one?,0,0,0,0,0,1,Confusion,
644409707,Interesting. Thanks for the explanation.,Interesting. Thanks for the explanation.,0,1,0,0,0,0,Affection,Love
645799029,That is an unfortunate how onSelectionHandleTapped behave differently based on the implementation of TextSelectionControls. I am ok with this approach if we can deprecate the onSelectionHandleTapped at some point....,That is an unfortunate how onSelectionHandleTapped behave differently,0,0,0,0,1,0,Disappointment,-
645957280,"[BLOCK QUOTE].
Excellent point ! 👍
Let's go ahead without support of `undefined`, and I'll deal with it in my own code with one of the workarounds mentioned earlier.",Excellent point ! ,0,0,0,1,0,0,Approval,
646623642,I’m not 100% sure what the implications are for removing it—we should check with [USER] ad [USER].,I’m not 100% sure what the implications are for removing it,0,0,0,0,0,1,Confusion,
646820683,Isn't it a bug if attributes or resources below is null here?,Isn't it a bug if attributes or resources below is null here?,0,0,1,0,0,0,Nervousness,Worry
646867180,"I don't think we can't do this, because it will be different depending on what the width of someone's terminal would be when running the tests (aka it'd be inconsistent)",don't think we can't do this,0,0,1,0,0,0,Nervousness,Worry
646869077,"I thought I did, my bad",my bad,0,0,0,0,1,0,Neglect,embarassment
