Comment_ID,User,Issue_ID,Date,Comment,Emotion Causes
59984,elfringham,1486727281,2023-03-28 11:53:53,"@tiruk007 Sorry, I see that the r2.11 branch had a temporary build failure for a while which is what caused the error you found. This build error was not present in 2.11.0 nor is it present in 2.11.1 but was introduced and then fixed in between those two releases.","""This build error was not present in 2.11.0 nor is it present in 2.11.1 but was introduced and then fixed in between those two releases."""
59984,elfringham,1486521062,2023-03-28 9:30:37,@tiruk007 _ComputeOutputShape is not in the 2.11.x source code so I think maybe you were not building 2.11?,_ComputeOutputShape is not in the 2.11.x source code
59984,elfringham,1486519501,2023-03-28 9:29:29,@sdeoras Your original issue looks like you have a bad version of tensorflow_io_gcs_filesystem installed. For building TensorFlow 2.11.x please use tensorflow_io_gcs_filesystem==0.31.0.,"""Your original issue looks like you have a bad version of tensorflow_io_gcs_filesystem installed."""
60106,Shreyas-SAS,1486384139,2023-03-28 7:54:41,@sushreebarsa if you are not working on it then can you please assign the issue to me?,if you are not working on it then can you please assign the issue to me?
60047,akuegel,1486297931,2023-03-28 6:40:14,"> Actually all of it was reverted:
https://github.com/tensorflow/tensorflow/commit/7a4d2e8b1a503a45ff86d40b0387fc832302379f
Why it doesn't show properly merged in this PR, I don't know :-(
Maybe it is easier to create a new PR?","""Why it doesn't show properly merged in this PR, I don't know"""
60047,AyanmoI,1486279647,2023-03-28 6:19:43,It looks like only the last commit got reverted. I don't think the issue (of build failing with CUDA 11.4 and CuDNN 8.2) will have resolved with reverting the last commit only.,I don't think the issue (of build failing with CUDA 11.4 and CuDNN 8.2) will have resolved with reverting the last commit only.
58206,yyoon,1486039254,2023-03-28 0:27:46,"Apologies for the delayed response. Before we jump in to the details of quantization debugger, wanted to do a quick sanity check. Are you sure you're correctly quantizing your inputs before feeding them to the model?
In https://github.com/tensorflow/tensorflow/issues/58206#issuecomment-1416118721 I don't see any code for getting the quantization parameters for the input tensor, which would be causing issues.","""I don't see any code for getting the quantization parameters for the input tensor, which would be causing issues."""
59762,MarkDaoust,1486017154,2023-03-28 0:01:44,"Yeah, it's cool that there's a workaround, but it would be much better if we could find the script that makes these, and fix it.","""It would be much better if we could find the script that makes these, and fix it."""
60106,alecamacho,1485952329,2023-03-27 22:36:42,"Hi, i'm having the same issue, i've already restarted colab, also i tried to install it in a local environment and the same happened","i'm having the same issue, i've already restarted colab, also i tried to install it in a local environment and the same happened."
60062,mraunak,1485812476,2023-03-27 20:20:46,"Hi @Eva-An, please try MSVC 2019 (set BAZEL_VC=C:\Program Files(x86)\Microsoft Visual Studio\2019\Enterprise\VC). I think MSVC 2022 is not supported for the TF build.",I think MSVC 2022 is not supported for the TF build.
59725,sachinprasadhs,1485585386,2023-03-27 17:58:39,"Currently it falls under the limitations of `tf.function()`, you try try wrapping `tf.py_function ` https://www.tensorflow.org/api_docs/python/tf/py_function inside tf.function. If it still fails, you need to execute it outside tf.function which uses eager mode instead of graph mode.","Currently it falls under the limitations of tf.function(), you try try wrapping tf.py_function  https://www.tensorflow.org/api_docs/python/tf/py_function inside tf.function. If it still fails, you need to execute it outside tf.function which uses eager mode instead of graph mode."
60047,AyanmoI,1485442660,2023-03-27 16:22:13,Can we re-open this PR to work on fixing the issues? I don't see a way to re-open this.,I don't see a way to re-open this.
60047,AyanmoI,1485432593,2023-03-27 16:17:48,"> Unfortunately this change needs to be rolled back, it seems it breaks JAX build under CUDA 11.4 and CuDNN 8.2
@akuegel what are the issues? We can work on fixing them and re-merge.","""Unfortunately this change needs to be rolled back, it seems it breaks JAX build under CUDA 11.4 and CuDNN 8.2"""
60047,akuegel,1485425131,2023-03-27 16:12:51,"Unfortunately this change needs to be rolled back, it seems it breaks JAX build under CUDA 11.4 and CuDNN 8.2","""Unfortunately this change needs to be rolled back, it seems it breaks JAX build under CUDA 11.4 and CuDNN 8.2"""
52217,bhack,1485365563,2023-03-27 15:41:08,Yes probably it hard to maintain availability on the same PR since Oct 1 2021.,It hard to maintain availability on the same PR since Oct 1 2021.
59534,mattbahr,1485324526,2023-03-27 15:19:40,"ROCm CI build failure appears to be due to the removal of this constructor from `status.h` in commit: https://github.com/tensorflow/tensorflow/commit/667081b1c3d84c8fee4b5965d5e151158c74d4f8#diff-2497c155e2f97993a2cea18969d80f2d414e2f1b346cf006d8a8b655a8316b1d
Looks like other pull request builds are failing with the same errors.",ROCm CI build failure appears to be due to the removal of this constructor from status.h in commit: https://github.com/tensorflow/tensorflow/commit/667081b1c3d84c8fee4b5965d5e151158c74d4f8#diff-2497c155e2f97993a2cea18969d80f2d414e2f1b346cf006d8a8b655a8316b1d
57060,kun-lu20,1485052699,2023-03-27 12:34:16,Closing this PR since we'll raise another one to fix this issue.,Closing this PR since we'll raise another one to fix this issue.
52217,shkarupa-alex,1484600192,2023-03-27 6:56:21,Can anybody tell the reason why this PR was rejected?,Can anybody tell the reason why this PR was rejected?
59635,mergian,1484538069,2023-03-27 5:56:57,"Thanks for posting the two guides. I agree that using the newer variants with Generator or Stateless should not produce this problem. Still: as long as `tf.random.uniform` is not deprecated, I think the bug should be mentioned in the corresponding documentation: https://www.tensorflow.org/api_docs/python/tf/random/uniform
Also in the `tf.random.uniform` page it is not mentioned that it is strongly discouraged to use these.","I agree that using the newer variants with Generator or Stateless should not produce this problem. Still: as long as tf.random.uniform is not deprecated, I think the bug should be mentioned in the corresponding documentation: https://www.tensorflow.org/api_docs/python/tf/random/uniform Also in the tf.random.uniform page it is not mentioned that it is strongly discouraged to use these."
60119,Evan-0715,1484367575,2023-03-27 2:04:25,"This may be due to the fact that my data is generated from:
def Net():
input = keras.layers.Input(shape=(64, 64, 3), dtype=""float32"")
conv1 = keras.layers.Conv2D(filters=3, kernel_size=3, padding=""same"")
……
conv2 = keras.layers.Conv2D(filters=2, kernel_size=3, padding=""same"") #shape(1,64,64,2)
data = reshape(conv2, [1, 4096, 2])","This may be due to the fact that my data is generated from: def Net(): input = keras.layers.Input(shape=(64, 64, 3), dtype=""float32"") conv1 = keras.layers.Conv2D(filters=3, kernel_size=3, padding=""same"") ...... conv2 = keras.layers.Conv2D(filters=2, kernel_size=3, padding=""same"") #shape(1,64,64,2)"
60119,Evan-0715,1484352858,2023-03-27 1:52:13,"sorry, i tried the following methods to convert the data[Tensor/KerasTensor] to data[Numpy]
1. data_np = data.numpy()
2. data_np = keras.backend.get_val(data)
but neither works. It shows: AttributeError: 'Tensor' object has no attribute 'numpy'. So I can't use scipy.signal.hilbert to implement a Hilbert transform on data[Tensor/KerasTensor].","""I can't use scipy.signal.hilbert to implement a Hilbert transform on data[Tensor/KerasTensor]"""
57052,taimaruuu,1484196698,2023-03-26 19:19:55,I'm also seeing this warning when trying to train a custom image segmentation model with pixellib,I'm also seeing this warning when trying to train a custom image segmentation model with pixellib.
60113,neel-jotaniya,1484094458,2023-03-26 13:18:24,"@pat749 i think it because limitations of floating-point arithmetic used by computers.
Obtaining a very small non-zero loss value even when the actual and predicted values are the same is not a bug, it is a normal behavior and expected in most cases.",obtaining a very small non-zero loss value even when the actual and predicted values are the same
21698,mikel-brostrom,1483927707,2023-03-25 21:37:52,"You won't see INT8 model boosts compared to Float32 on Intel CPUs under 10th gen @MustafaAlahmid . This is because Intel CPUs < 10th gen don't have Intel DLBoost, a specific instruction set (ISA) architecture designed to improve performance of INT8 DL models. This ISA is present in Intel chips from 10th gen onwards. Most certainly, without a specific INT8 ISA the operations get upsampled to Float32.","""Intel CPUs  10th gen don't have Intel DLBoost, a specific instruction set (ISA) architecture designed to improve performance of INT8 DL models."""
60104,mihaimaruseac,1483843707,2023-03-25 14:53:36,"Please always makes PRs from master branch against master branch.
The release branches are only updated when we do patch releases and those are limited. Currently, only the latest release is considered for patch release. This means that r2.8 won't be updated anymore.",The release branches are only updated when we do patch releases and those are limited.
58988,beyarkay,1482937767,2023-03-24 14:55:36,"@SuryanarayanaY Could you please re-open this issue, as the problem is not fixed. I'm having the same issue on a fresh install of tensorflow in a virtual environment",I'm having the same issue on a fresh install of tensorflow in a virtual environment.
59779,egolfbr,1482785754,2023-03-24 13:19:16,I had this error on Ubuntu 22.04 as well as Fedora 37,I had this error on Ubuntu 22.04 as well as Fedora 37.
60092,innat,1482666728,2023-03-24 11:39:44,"@tilakrayal That is because, you're trying to initiate tpu-vm from colab. Colab only provides tpu-node, which initialization process is bit different. And as it's mentioned, I've used tpu-vm (on kaggle) and not tpu-node. Node requires to have data on GCP bucket or something and doesn't work on local file system but tpu-vm does. However, the actual issue can be reproduced in any system.",Trying to initiate tpu-vm from colab.
60092,tilakrayal,1482660304,2023-03-24 11:33:29,"@sachinprasadhs,
I tried to execute the mentioned code on tensoflow v2.9 and nightly & it was failing due to `No OpKernel was registered` error. Kindly find the gist of it [here](https://colab.research.google.com/gist/tilakrayal/22ac50ef65e150184ddce505c2bccaba/invalidargumenterror_unsupported_data_type_for_tpu_string.ipynb).",No OpKernel was registered
60093,mayankagarwals,1482171207,2023-03-24 2:39:31,"@sushreebarsa the problem is we are registering gradient for round function in registry https://github.com/tensorflow/tensorflow/blob/f46ff5e9cfff71a4de98a8aac79d44df27df48f4/tensorflow/python/ops/math_grad.py#L1812 And the logic to add documentation is whether a op is present in registry or not
https://github.com/tensorflow/tensorflow/blob/f46ff5e9cfff71a4de98a8aac79d44df27df48f4/tensorflow/tools/docs/generate2.py#L143 Just need to be sure this is the only use case of registering gradients",registering gradient for round function in registry
59719,reedwm,1482014900,2023-03-23 22:52:54,"`numpy` also measures the device transfer time, which sometimes you want, but you're right this example does not want to measure this, since it's just comparing the performance of `tf.function`.
Perhaps the example with `timeit` should be removed. I don't think the example adds much value since it doesn't show `tf.function` being faster, even if `sync_devices` is added.","numpy also measures the device transfer time, which sometimes you want, but you're right this example does not want to measure this, since it's just comparing the performance of tf.function."
59728,trevor-m,1482009697,2023-03-23 22:45:08,"Hi @reedwm, I spent some time on this but the cast code is a bit confusing.
Using the macros, I keep getting duplicate registration errors or missing instantiations.
I also tried to explicitly only add int32, which compiles, but when running the script it still always uses the CPU. Any idea what I'm missing here: https://github.com/trevor-m/tensorflow/commit/ac9a6b134ac022dd520cf0c3a73a222f0824418d ?",I spent some time on this but the cast code is a bit confusing.
59719,DEKHTIARJonathan,1481947865,2023-03-23 21:38:49,"@reedwm I disagree. We implemented `tf.test.experimental.sync_devices()` precisely for this usecase. Let's not introduce poor/bad practices in the official documentation.
`.numpy()` is NOT a good idea to measure / assess performance. Hence we had to come up with `sync_devices()`",I disagree. We implemented tf.test.experimental.sync_devices() precisely for this usecase. Let's not introduce poor/bad practices in the official documentation. .numpy() is NOT a good idea to measure / assess performance. Hence we had to come up with sync_devices().
59270,mihaimaruseac,1481697596,2023-03-23 18:26:33,"Please don't use ""update "" commit messages. These make it harder to understand at a glance at commit history what the changes are.
https://cbea.ms/git-commit/","""these make it harder to understand at a glance at commit history what the changes are."""
59975,mihaimaruseac,1481695404,2023-03-23 18:24:47,"Please don't use ""update <file>"" commit messages. These make it harder to understand at a glance at commit history what the changes are.
https://cbea.ms/git-commit/","""update file>"" commit messages. These make it harder to understand at a glance at commit history what the changes are. https://cbea.ms/git-commit/."
59853,yishuangP,1481642687,2023-03-23 17:56:29,"Hi guanyu, this seems a tooling issue on tensorflow side. Could you help file a separate issue for this?","""This seems a tooling issue on tensorflow side."""
58067,poulsbo,1481564522,2023-03-23 17:07:42,@gbaned I should not review in Github right? NVIDIA should review here.,I should not review in Github right? NVIDIA should review here.
58368,kulinseth,1481492160,2023-03-23 16:19:43,"> Would anyone have a workable version of ld to share? I can't install XCode 13.x once 14.x is in place with MacOS 13.x is installed..
Hi @feranick this is fixed in https://developer.apple.com/services-account/download?path=/Developer_Tools/Xcode_14.3_beta_2/Xcode_14.3_beta_2.xip.
Can you please check and verify?",I can't install XCode 13.x once 14.x is in place with MacOS 13.x is installed.
59853,heguanyu,1481482841,2023-03-23 16:14:03,"@yishuangP I'm using 3.9.6 Let me update to 3.9.9 and try again. Is there anything I need to configure when running ./configure file? I only select ""yes"" for iOS question, all others are ""No"".","I'm using 3.9.6 Let me update to 3.9.9 and try again. Is there anything I need to configure when running ./configure file? I only select ""yes"" for iOS question, all others are ""No""."
59853,yishuangP,1481453187,2023-03-23 15:58:16,"`This is probably because the genrule actually didn't create this output, or because the output was a directory and the genrule was run remotely (note that only the contents of declared file outputs are copied from genrules run remotely)`
Hmm what's the python version you have? We have an internal job that runs this script and the job is working fine. It uses python 3.9.9. I think this error is related to some configuration issue.","This is probably because the genrule actually didn't create this output, or because the output was a directory and the genrule was run remotely (note that only the contents of declared file outputs are copied from genrules run remotely)"
41898,axeltidemann,1481045254,2023-03-23 11:46:51,"The workaround that @ratovarius uses (posted in its entirety on [Stack Overflow](https://stackoverflow.com/questions/63034145/warningtensorflowefficient-allreduce-is-not-supported-for-1-indexedslices#)), does not work for me. I get the following error message:
```ValueError: Disallowed task type found in cluster spec. Allowed types are ('chief', 'worker', 'evaluator', 'ps', None) and the cluster spec is ClusterSpec({'master': ['127.0.0.1:2222']}).```","""ValueError: Disallowed task type found in cluster spec."""
60043,gokulkrishna98,1480644164,2023-03-23 6:00:36,"Yes, I have also tested it on tf2.11, the same issue persists. I believe there has been no change in elementwise parser by commit history in nightly, so I don’t think testing is required there.","I have also tested it on tf2.11, the same issue persists."
60080,npanpaliya,1480621772,2023-03-23 5:25:35,Looks like TF 2.12.0 tag is created from r2.11 branch instead of r2.12. Because r2.12 branch shows correct version in setup.py.,"""Looks like TF 2.12.0 tag is created from r2.11 branch instead of r2.12"""
58994,edwardyehuang,1480590817,2023-03-23 4:36:20,"@mihaimaruseac @mohantym Could you remove the label ""awaiting PR merge"" please?","""awaiting PR merge"""
60024,YuliyaPylypiv,1480379830,2023-03-22 23:24:14,"Hi @synandi,
I'm seeing the same issue again with `tf-nightly 2.13.0.dev20230322` on macos x86 machine
To reproduce:
```
pip install tf-nightly==2.13.0.dev20230322
python -c ""import tensorflow as tf; print(tf.version.VERSION)""
```
Result: ```
Traceback (most recent call last):
File ""<string>"", line 1, in <module>
AttributeError: module 'tensorflow' has no attribute 'version'
```","""I'm seeing the same issue again with tf-nightly 2.13.0.dev20230322 on macos x86 machine"""
59938,mraunak,1480357019,2023-03-22 22:52:28,"@AndrewVallette try the command: ""bazel clean --expunge"" to clean the bazel cache and then re-rerun the build. I observed you are using --config=mkl, https://github.com/tensorflow/tensorflow/blob/master/.bazelrc#L222 as per the documentation it is yet to be supported on windows. you may need to remove --config=mkl.","""I observed you are using --config=mkl, https://github.com/tensorflow/tensorflow/blob/master/.bazelrc#L222 as per the documentation it is yet to be supported on windows."""
58014,milpuz01,1480244989,2023-03-22 20:52:47,"> Hi @milpuz01 Any update on this PR? Please. Thank you!
HI @gbaned, very sorry for very long delay in addressing review comments. I believe they are addressed with [069cb25](https://github.com/tensorflow/tensorflow/pull/58014/commits/069cb256f1555ec2b1db14da86ee2d8898c7a760)","""very sorry for very long delay in addressing review comments"""
59607,jpienaar,1480060681,2023-03-22 18:24:20,(I don't know why AMD build failed here),I don't know why AMD build failed here.
56352,vufg,1480051069,2023-03-22 18:19:14,@mahmoud-abuzaina i think you need to rebase this PR to the head to trigger the tests,i think you need to rebase this PR to the head to trigger the tests.
59853,yishuangP,1479931590,2023-03-22 16:56:04,Hi @heguanyu sorry I just realized you'll need to use `tflite_custom_cc_library` instead of `tflite_custom_c_library`. I'm sending out another PR for review.,I'm sending out another PR for review.
41891,animesh-wynk,1479659271,2023-03-22 14:24:57,"I am getting a similar issue in tensorflow 2.11.0
[here are more details](https://stackoverflow.com/questions/75813079/error-polling-for-event-status-failed-to-query-event-cuda-error-illegal-addres)",I am getting a similar issue in tensorflow 2.11.0 [here are more details](https://stackoverflow.com/questions/75813079/error-polling-for-event-status-failed-to-query-event-cuda-error-illegal-addres)
59504,georgthegreat,1479376086,2023-03-22 11:16:41,"Well, I can, but I am not sure if this will be of any help.
This is not the first PR which gets stalled and remains unmerged for months.",This is not the first PR which gets stalled and remains unmerged for months.
58996,Sarvesh-Kesharwani,1478950204,2023-03-22 5:44:35,"> This PR is now just adding a single empty line
I regret to inform you that I am currently unable to dedicate enough time to familiarize myself with the required code base for this PR. As a result, I will have to close this PR.",I am currently unable to dedicate enough time to familiarize myself with the required code base for this PR.
59916,yijie-yang,1478627217,2023-03-21 21:45:24,"Hi @gbaned, I'm not authorized to merge this PR. Could you request it from Hexagon team?",I'm not authorized to merge this PR. Could you request it from Hexagon team?
58067,poulsbo,1478486475,2023-03-21 19:45:20,"I'm seeing a failure here:
```
[.../tf2tensorrt/trt_convert_api_test.cc:255]
Expected equality of these values:
::tsl::OkStatus()
Which is: OK
(result.status())
Which is: NOT_FOUND: Container TF-TRT does not exist. (Could not find resource: TF-TRT/TRTEngineOp_000_000)
```
Followed by a string of similar failures.
@drivanov, can you repro these problems on your side and address them?",[.../tf2tensorrt/trt_convert_api_test.cc:255] Expected equality of these values: ::tsl::OkStatus() Which is: OK (result.status()) Which is: NOT_FOUND: Container TF-TRT does not exist. (Could not find resource: TF-TRT/TRTEngineOp_000_000)
55566,bhack,1478417531,2023-03-21 18:47:03,This is 11 months old. I will invest time again if there are reviewers resources,I will invest time again if there are reviewers resources.
59900,pjpratik,1477695235,2023-03-21 11:46:09,"Hi @TheHellTower, sorry for the inconvenience. We are working on the C example as well. Please feel free to raise a PR if you have the updated code implementation available.","""We are working on the C example as well. Please feel free to raise a PR if you have the updated code implementation."""
59815,milincheta,1477431716,2023-03-21 8:21:45,"Hi @pjpratik API its: Pixel 2 API 30
SDK Android 13 and 10 are installed
besides the error I mentioned on the first message, that now I managed to fix somehow.
I did the #todo however on the code I downloaded some of them were already done...
Now when testing on my mobile device I just see: Fake label and no recognition at all.
By the way I am using my own network that I trained to recognize fruits instead of flowers.","""Now when testing on my mobile device I just see: Fake label and no recognition at all."""
59938,AndrewVallette,1476933641,2023-03-20 21:05:27,"@mraunak Thank you, but this did not solve my issue. Today I tried another build in a fresh environment, just in case, but no luck.","I tried another build in a fresh environment, just in case, but no luck."
59930,elfringham,1475966065,2023-03-20 10:20:10,"@SuryanarayanaY Yes, that matches the failure I see.","""That matches the failure I see."""
59815,pjpratik,1475945112,2023-03-20 10:07:44,"Hi @milincheta, sorry for the inconvenience caused.
Can I know which Android API and SDK version you are using and did you following the [#TODO](https://codelabs.developers.google.com/codelabs/recognize-flowers-with-tensorflow-on-android#6) steps for recognition?
The issue is not reproducible at my end. Can you post the errors you have encountered during the process?
Thanks.","""The issue is not reproducible at my end."""
59960,trickiwoo,1475302660,2023-03-19 15:57:26,"@sushreebarsa @CrazyShenanigan Sorry for the delay. Thanks for providing the workaround for the issue! I tried implementing the workaround you suggested, but it doesn't seem to resolve the problem. It fails in gradient computation with the same error message:
```
TypeError: in user code:
TypeError: _QuantizeAndDequantizeV4GradGrad() takes 2 positional arguments but 4 were given
```","I tried implementing the workaround you suggested, but it doesn't seem to resolve the problem. It fails in gradient computation with the same error message."
60037,ictorv,1475110732,2023-03-19 5:25:40,"```tensorflow 1.14.0``` is not compatible with auto installed ```protobuf``` version.
Step 1: ```pip uninstall protobuf```
Step 2: ```pip install protobuf==30.20.0```
or any other lower version:
https://pypi.org/project/protobuf/#history",tensorflow 1.14.0 is not compatible with auto installed protobuf version.
59914,tatwaichong,1474220723,2023-03-17 18:07:52,"move the new tests back, and delete the new test file.","move the new tests back, and delete the new test file."
60004,samdabadei,1473662709,2023-03-17 11:01:58,Is there no way to change the trainable attribute of a Variable after the first creation? Between the model-init() and the model-compile(). Its possible for layers and models and its quite tedious to change this always in the init when doing transfer learning,Is there no way to change the trainable attribute of a Variable after the first creation? Between the model-init() and the model-compile(). Its possible for layers and models and its quite tedious to change this always in the init when doing transfer learning.
59863,Caolongjie,1473073540,2023-03-17 3:33:19,The issue should be opened for bert project not tf. You can close it.,The issue should be opened for bert project not tf. You can close it.
59534,swachhandl,1472718064,2023-03-16 20:47:45,"Apologies for the late response. I'm not quite sure that it could be happening due to switching out `port::InternalError` with `tsl::errors::Internal`. Are you able to check why `a.opaque()` is a nullptr? And how does it (or whether it even does) map to the input arguments to the op? If we can, we might be able to put a check in the op.",I'm not quite sure that it could be happening due to switching out port::InternalError with tsl::errors::Internal.
59897,enmanuelmag,1472702997,2023-03-16 20:34:20,"Hello! Sorry i forget to comment that I found the problem. The new 40 series GPU needs CUDA 11.8 or higher and cuDNN 8.6 or higher. And that versions aren't available on Conda, so you need to install on system-side or globally","""And that versions aren't available on Conda, so you need to install on system-side or globally."""
22926,pranjalsrv123,1472623838,2023-03-16 19:28:12,"f you want your generated code placed in a specific directory, use an absolute path:
mkdir -p /some/absolute/path
protoc my.proto --go_out=/some/absolute/path","f you want your generated code placed in a specific directory, use an absolute path: mkdir -p /some/absolute/path protoc my.proto --go_out=/some/absolute/path."
59675,SandSnip3r,1472534269,2023-03-16 18:32:55,@pgpetrak I guess you're still the reviewer for this? I'm going to remove myself as reviewer if you can take care of this.,I guess you're still the reviewer for this?
59743,trevor-m,1472408337,2023-03-16 17:31:45,@reedwm Looks like CudnnRNN doesn't support BF16 yet. Should I add a bf16 registration for the op and just cast to float always? I guess the alternative would be to exclude CudnnRNN from the auto mixed precision allowlist for bf16 only - I don't see any place where there is currently a way to have a different list for bf16 vs fp16.,"""I don't see any place where there is currently a way to have a different list for bf16 vs fp16."""
60015,terryheo,1472357484,2023-03-16 17:00:19,"> Is https://github.com/tensorflow/tensorflow/issues/59631 the right issue?
Yes, this is a cherry-pick so I didn't change commit message. It's a breakage on CMake build.","""It's a breakage on CMake build."""
60008,mihaimaruseac,1472328733,2023-03-16 16:43:24,"No template filled in, new user, looks spam","No template filled in, new user, looks spam."
59932,elfringham,1472103749,2023-03-16 14:37:11,"[api_compat_test_fail.zip](https://github.com/tensorflow/tensorflow/files/10991956/api_compat_test_fail.zip)
Attached log of fail with Python pip etc commands at beginning to show that protobuf 4.22.1 was indeed installed into the place that TensorFlow used in its build.
I think the gist is not going to happen, sorry, I only have a free account and its going to hit the runtime limit well before it finishes.","I think the gist is not going to happen, sorry, I only have a free account and its going to hit the runtime limit well before it finishes."
