Issue_ID,User,Comment_ID,Date,Comment,Emotion Causes,UserType
60047,AyanmoI,1486279647,2023-03-28 6:19:43,It looks like only the last commit got reverted. I don't think the issue (of build failing with CUDA 11.4 and CuDNN 8.2) will have resolved with reverting the last commit only.,I don't think the issue (of build failing with CUDA 11.4 and CuDNN 8.2) will have resolved with reverting the last commit only.,CONTRIBUTOR
58206,yyoon,1486039254,2023-03-28 0:27:46,"Apologies for the delayed response. Before we jump in to the details of quantization debugger, wanted to do a quick sanity check. Are you sure you're correctly quantizing your inputs before feeding them to the model?
In https://github.com/tensorflow/tensorflow/issues/58206#issuecomment-1416118721 I don't see any code for getting the quantization parameters for the input tensor, which would be causing issues.","""I don't see any code for getting the quantization parameters for the input tensor, which would be causing issues.""",MEMBER
59762,MarkDaoust,1486017154,2023-03-28 0:01:44,"Yeah, it's cool that there's a workaround, but it would be much better if we could find the script that makes these, and fix it.","""It would be much better if we could find the script that makes these, and fix it.""",MEMBER
60062,mraunak,1485812476,2023-03-27 20:20:46,"Hi @Eva-An, please try MSVC 2019 (set BAZEL_VC=C:\Program Files(x86)\Microsoft Visual Studio\2019\Enterprise\VC). I think MSVC 2022 is not supported for the TF build.",I think MSVC 2022 is not supported for the TF build.,CONTRIBUTOR
59725,sachinprasadhs,1485585386,2023-03-27 17:58:39,"Currently it falls under the limitations of `tf.function()`, you try try wrapping `tf.py_function ` https://www.tensorflow.org/api_docs/python/tf/py_function inside tf.function. If it still fails, you need to execute it outside tf.function which uses eager mode instead of graph mode.","Currently it falls under the limitations of tf.function(), you try try wrapping tf.py_function  https://www.tensorflow.org/api_docs/python/tf/py_function inside tf.function. If it still fails, you need to execute it outside tf.function which uses eager mode instead of graph mode.",CONTRIBUTOR
60047,AyanmoI,1485442660,2023-03-27 16:22:13,Can we re-open this PR to work on fixing the issues? I don't see a way to re-open this.,I don't see a way to re-open this.,CONTRIBUTOR
60047,AyanmoI,1485432593,2023-03-27 16:17:48,"> Unfortunately this change needs to be rolled back, it seems it breaks JAX build under CUDA 11.4 and CuDNN 8.2
@akuegel what are the issues? We can work on fixing them and re-merge.","""it seems it breaks JAX build under CUDA 11.4 and CuDNN 8.2""",CONTRIBUTOR
60047,akuegel,1485425131,2023-03-27 16:12:51,"Unfortunately this change needs to be rolled back, it seems it breaks JAX build under CUDA 11.4 and CuDNN 8.2","""it seems it breaks JAX build under CUDA 11.4 and CuDNN 8.2""",MEMBER
52217,bhack,1485365563,2023-03-27 15:41:08,Yes probably it hard to maintain availability on the same PR since Oct 1 2021.,It hard to maintain availability on the same PR since Oct 1 2021.,CONTRIBUTOR
59534,mattbahr,1485324526,2023-03-27 15:19:40,"ROCm CI build failure appears to be due to the removal of this constructor from `status.h` in commit: https://github.com/tensorflow/tensorflow/commit/667081b1c3d84c8fee4b5965d5e151158c74d4f8#diff-2497c155e2f97993a2cea18969d80f2d414e2f1b346cf006d8a8b655a8316b1d
Looks like other pull request builds are failing with the same errors.",ROCm CI build failure appears to be due to the removal of this constructor from status.h in commit: https://github.com/tensorflow/tensorflow/commit/667081b1c3d84c8fee4b5965d5e151158c74d4f8#diff-2497c155e2f97993a2cea18969d80f2d414e2f1b346cf006d8a8b655a8316b1d,CONTRIBUTOR
57060,kun-lu20,1485052699,2023-03-27 12:34:16,Closing this PR since we'll raise another one to fix this issue.,Closing this PR since we'll raise another one to fix this issue.,CONTRIBUTOR
52217,shkarupa-alex,1484600192,2023-03-27 6:56:21,Can anybody tell the reason why this PR was rejected?,Can anybody tell the reason why this PR was rejected?,CONTRIBUTOR
60104,mihaimaruseac,1483843707,2023-03-25 14:53:36,"Please always makes PRs from master branch against master branch.
The release branches are only updated when we do patch releases and those are limited. Currently, only the latest release is considered for patch release. This means that r2.8 won't be updated anymore.",The release branches are only updated when we do patch releases and those are limited.,COLLABORATOR
60092,tilakrayal,1482660304,2023-03-24 11:33:29,"@sachinprasadhs,
I tried to execute the mentioned code on tensoflow v2.9 and nightly & it was failing due to `No OpKernel was registered` error. Kindly find the gist of it [here](https://colab.research.google.com/gist/tilakrayal/22ac50ef65e150184ddce505c2bccaba/invalidargumenterror_unsupported_data_type_for_tpu_string.ipynb).",No OpKernel was registered,CONTRIBUTOR
59719,reedwm,1482014900,2023-03-23 22:52:54,"`numpy` also measures the device transfer time, which sometimes you want, but you're right this example does not want to measure this, since it's just comparing the performance of `tf.function`.
Perhaps the example with `timeit` should be removed. I don't think the example adds much value since it doesn't show `tf.function` being faster, even if `sync_devices` is added.","numpy also measures the device transfer time, which sometimes you want, but you're right this example does not want to measure this, since it's just comparing the performance of tf.function.",MEMBER
59728,trevor-m,1482009697,2023-03-23 22:45:08,"Hi @reedwm, I spent some time on this but the cast code is a bit confusing.
Using the macros, I keep getting duplicate registration errors or missing instantiations.
I also tried to explicitly only add int32, which compiles, but when running the script it still always uses the CPU. Any idea what I'm missing here: https://github.com/trevor-m/tensorflow/commit/ac9a6b134ac022dd520cf0c3a73a222f0824418d ?",I spent some time on this but the cast code is a bit confusing.,CONTRIBUTOR
59719,DEKHTIARJonathan,1481947865,2023-03-23 21:38:49,"@reedwm I disagree. We implemented `tf.test.experimental.sync_devices()` precisely for this usecase. Let's not introduce poor/bad practices in the official documentation.
`.numpy()` is NOT a good idea to measure / assess performance. Hence we had to come up with `sync_devices()`",I disagree. We implemented tf.test.experimental.sync_devices() precisely for this usecase. Let's not introduce poor/bad practices in the official documentation. .numpy() is NOT a good idea to measure / assess performance. Hence we had to come up with sync_devices().,CONTRIBUTOR
59270,mihaimaruseac,1481697596,2023-03-23 18:26:33,"Please don't use ""update "" commit messages. These make it harder to understand at a glance at commit history what the changes are.
https://cbea.ms/git-commit/","""these make it harder to understand at a glance at commit history what the changes are.""",COLLABORATOR
59975,mihaimaruseac,1481695404,2023-03-23 18:24:47,"Please don't use ""update <file>"" commit messages. These make it harder to understand at a glance at commit history what the changes are.
https://cbea.ms/git-commit/","""update file>"" commit messages. These make it harder to understand at a glance at commit history what the changes are. https://cbea.ms/git-commit/.",COLLABORATOR
59853,yishuangP,1481642687,2023-03-23 17:56:29,"Hi guanyu, this seems a tooling issue on tensorflow side. Could you help file a separate issue for this?","""This seems a tooling issue on tensorflow side.""",CONTRIBUTOR
58067,poulsbo,1481564522,2023-03-23 17:07:42,@gbaned I should not review in Github right? NVIDIA should review here.,I should not review in Github right? NVIDIA should review here.,COLLABORATOR
58368,kulinseth,1481492160,2023-03-23 16:19:43,"> Would anyone have a workable version of ld to share? I can't install XCode 13.x once 14.x is in place with MacOS 13.x is installed..
Hi @feranick this is fixed in https://developer.apple.com/services-account/download?path=/Developer_Tools/Xcode_14.3_beta_2/Xcode_14.3_beta_2.xip.
Can you please check and verify?",I can't install XCode 13.x once 14.x is in place with MacOS 13.x is installed.,CONTRIBUTOR
59853,yishuangP,1481453187,2023-03-23 15:58:16,"`This is probably because the genrule actually didn't create this output, or because the output was a directory and the genrule was run remotely (note that only the contents of declared file outputs are copied from genrules run remotely)`
Hmm what's the python version you have? We have an internal job that runs this script and the job is working fine. It uses python 3.9.9. I think this error is related to some configuration issue.","This is probably because the genrule actually didn't create this output, or because the output was a directory and the genrule was run remotely (note that only the contents of declared file outputs are copied from genrules run remotely)",CONTRIBUTOR
60080,npanpaliya,1480621772,2023-03-23 5:25:35,Looks like TF 2.12.0 tag is created from r2.11 branch instead of r2.12. Because r2.12 branch shows correct version in setup.py.,"""Looks like TF 2.12.0 tag is created from r2.11 branch instead of r2.12""",CONTRIBUTOR
58994,edwardyehuang,1480590817,2023-03-23 4:36:20,"@mihaimaruseac @mohantym Could you remove the label ""awaiting PR merge"" please?","""awaiting PR merge""",CONTRIBUTOR
59938,mraunak,1480357019,2023-03-22 22:52:28,"@AndrewVallette try the command: ""bazel clean --expunge"" to clean the bazel cache and then re-rerun the build. I observed you are using --config=mkl, https://github.com/tensorflow/tensorflow/blob/master/.bazelrc#L222 as per the documentation it is yet to be supported on windows. you may need to remove --config=mkl.","""I observed you are using --config=mkl, https://github.com/tensorflow/tensorflow/blob/master/.bazelrc#L222 as per the documentation it is yet to be supported on windows.""",CONTRIBUTOR
58014,milpuz01,1480244989,2023-03-22 20:52:47,"> Hi @milpuz01 Any update on this PR? Please. Thank you!
HI @gbaned, very sorry for very long delay in addressing review comments. I believe they are addressed with [069cb25](https://github.com/tensorflow/tensorflow/pull/58014/commits/069cb256f1555ec2b1db14da86ee2d8898c7a760)","""very sorry for very long delay in addressing review comments""",CONTRIBUTOR
59607,jpienaar,1480060681,2023-03-22 18:24:20,(I don't know why AMD build failed here),I don't know why AMD build failed here.,MEMBER
56352,vufg,1480051069,2023-03-22 18:19:14,@mahmoud-abuzaina i think you need to rebase this PR to the head to trigger the tests,i think you need to rebase this PR to the head to trigger the tests.,MEMBER
59853,yishuangP,1479931590,2023-03-22 16:56:04,Hi @heguanyu sorry I just realized you'll need to use `tflite_custom_cc_library` instead of `tflite_custom_c_library`. I'm sending out another PR for review.,I'm sending out another PR for review.,CONTRIBUTOR
59504,georgthegreat,1479376086,2023-03-22 11:16:41,"Well, I can, but I am not sure if this will be of any help.
This is not the first PR which gets stalled and remains unmerged for months.",This is not the first PR which gets stalled and remains unmerged for months.,CONTRIBUTOR
59916,yijie-yang,1478627217,2023-03-21 21:45:24,"Hi @gbaned, I'm not authorized to merge this PR. Could you request it from Hexagon team?",I'm not authorized to merge this PR. Could you request it from Hexagon team?,CONTRIBUTOR
58067,poulsbo,1478486475,2023-03-21 19:45:20,"I'm seeing a failure here:
```
[.../tf2tensorrt/trt_convert_api_test.cc:255]
Expected equality of these values:
::tsl::OkStatus()
Which is: OK
(result.status())
Which is: NOT_FOUND: Container TF-TRT does not exist. (Could not find resource: TF-TRT/TRTEngineOp_000_000)
```
Followed by a string of similar failures.
@drivanov, can you repro these problems on your side and address them?",[.../tf2tensorrt/trt_convert_api_test.cc:255] Expected equality of these values: ::tsl::OkStatus() Which is: OK (result.status()) Which is: NOT_FOUND: Container TF-TRT does not exist. (Could not find resource: TF-TRT/TRTEngineOp_000_000),COLLABORATOR
55566,bhack,1478417531,2023-03-21 18:47:03,This is 11 months old. I will invest time again if there are reviewers resources,I will invest time again if there are reviewers resources.,CONTRIBUTOR
59900,pjpratik,1477695235,2023-03-21 11:46:09,"Hi @TheHellTower, sorry for the inconvenience. We are working on the C example as well. Please feel free to raise a PR if you have the updated code implementation available.","""We are working on the C example as well. Please feel free to raise a PR if you have the updated code implementation.""",CONTRIBUTOR
59930,elfringham,1475966065,2023-03-20 10:20:10,"@SuryanarayanaY Yes, that matches the failure I see.","""That matches the failure I see.""",CONTRIBUTOR
59815,pjpratik,1475945112,2023-03-20 10:07:44,"Hi @milincheta, sorry for the inconvenience caused.
Can I know which Android API and SDK version you are using and did you following the [#TODO](https://codelabs.developers.google.com/codelabs/recognize-flowers-with-tensorflow-on-android#6) steps for recognition?
The issue is not reproducible at my end. Can you post the errors you have encountered during the process?
Thanks.","""The issue is not reproducible at my end.""",CONTRIBUTOR
59914,tatwaichong,1474220723,2023-03-17 18:07:52,"move the new tests back, and delete the new test file.","move the new tests back, and delete the new test file.",CONTRIBUTOR
59534,swachhandl,1472718064,2023-03-16 20:47:45,"Apologies for the late response. I'm not quite sure that it could be happening due to switching out `port::InternalError` with `tsl::errors::Internal`. Are you able to check why `a.opaque()` is a nullptr? And how does it (or whether it even does) map to the input arguments to the op? If we can, we might be able to put a check in the op.",I'm not quite sure that it could be happening due to switching out port::InternalError with tsl::errors::Internal.,CONTRIBUTOR
59675,SandSnip3r,1472534269,2023-03-16 18:32:55,@pgpetrak I guess you're still the reviewer for this? I'm going to remove myself as reviewer if you can take care of this.,I guess you're still the reviewer for this?,CONTRIBUTOR
59743,trevor-m,1472408337,2023-03-16 17:31:45,@reedwm Looks like CudnnRNN doesn't support BF16 yet. Should I add a bf16 registration for the op and just cast to float always? I guess the alternative would be to exclude CudnnRNN from the auto mixed precision allowlist for bf16 only - I don't see any place where there is currently a way to have a different list for bf16 vs fp16.,"""I don't see any place where there is currently a way to have a different list for bf16 vs fp16.""",CONTRIBUTOR
60015,terryheo,1472357484,2023-03-16 17:00:19,"> Is https://github.com/tensorflow/tensorflow/issues/59631 the right issue?
Yes, this is a cherry-pick so I didn't change commit message. It's a breakage on CMake build.","""It's a breakage on CMake build.""",MEMBER
60008,mihaimaruseac,1472328733,2023-03-16 16:43:24,"No template filled in, new user, looks spam","No template filled in, new user, looks spam.",COLLABORATOR
59932,elfringham,1472103749,2023-03-16 14:37:11,"[api_compat_test_fail.zip](https://github.com/tensorflow/tensorflow/files/10991956/api_compat_test_fail.zip)
Attached log of fail with Python pip etc commands at beginning to show that protobuf 4.22.1 was indeed installed into the place that TensorFlow used in its build.
I think the gist is not going to happen, sorry, I only have a free account and its going to hit the runtime limit well before it finishes.","I think the gist is not going to happen, sorry, I only have a free account and its going to hit the runtime limit well before it finishes.",CONTRIBUTOR
59971,reedwm,1471198520,2023-03-16 2:42:33,Can you resolve conflicts? a695fffc660994e892583391d69e4c1b9ce89320 has some minor conflicts.,Can you resolve conflicts? a695fffc660994e892583391d69e4c1b9ce89320 has some minor conflicts.,MEMBER
59853,yishuangP,1470346435,2023-03-15 16:21:53,"We need to update tensorflow/lite/ios/build_frameworks.sh, it is outdated. In the meantime, can you try building each framework manually? For example, the c framework https://github.com/tensorflow/tensorflow/blob/master/tensorflow/lite/ios/BUILD.apple#L102, and the selected ops framework:https://github.com/tensorflow/tensorflow/blob/master/tensorflow/lite/ios/BUILD.apple#L153","""It is outdated""",CONTRIBUTOR
59767,tilakrayal,1469930202,2023-03-15 12:38:48,Closing this as stale. Please reopen if this is still a valid request.,Closing this as stale. Please reopen if this is still a valid request.,CONTRIBUTOR
52576,fergushenderson,1469838640,2023-03-15 11:32:06,"It looks like Alan Kelly already wrote an update for the RELEASE.md:
* Add int16x8 support for the built-in ops `space_to_batch_nd` and
`batch_to_space_nd`
However, it looks like some tests are failing with this change, in particular //tensorflow/lite/testing:zip_test_batch_to_space_nd","""It looks like some tests are failing with this change, in particular //tensorflow/lite/testing:zip_test_batch_to_space_nd.""",CONTRIBUTOR
59943,mraunak,1469523083,2023-03-15 7:58:43,@mikcla @SuryanarayanaY I was able to run the bazel build --config=opt --copt=-march=native //tensorflow/tools/pip_package:build_pip_package successfully for TF 2.11.0 with Bazel 5.3.0 on Windows 10 and for Python 3.10. I think this error is related to the path/environmental variable setup,"""I think this error is related to the path/environmental variable setup.""",CONTRIBUTOR
59861,terryheo,1468932567,2023-03-14 22:32:17,"I also couldn't find a way to get API level in Bazel BUILD rules.
That's why TF's Android builds requires API level 26 or higher.
https://github.com/tensorflow/tensorflow/blob/master/configure.py#L760
If you want to use lower level, you need to modify the file manually.","""I also couldn't find a way to get API level in Bazel BUILD rules.""",MEMBER
59932,elfringham,1467952915,2023-03-14 11:49:04,@SuryanarayanaY You are missing an install of keras and tensorflow-estimator. Or alternatively keras-nightly and tf-estimator-nightly.,"""You are missing an install of keras and tensorflow-estimator. Or alternatively keras-nightly and tf-estimator-nightly.""",CONTRIBUTOR
59932,SuryanarayanaY,1467946084,2023-03-14 11:43:33,"@elfringham ,
Actually earlier I did not downloaded any protobuf version explicitly. I tried to test the command by installing latest protobuf version (4.22.1) now and the test is failing.The log is attached below for reference.
[#59932.log](https://github.com/tensorflow/tensorflow/files/10967721/59932.log)",I did not downloaded any protobuf version explicitly.,COLLABORATOR
58749,cantonios,1467086661,2023-03-13 22:55:55,"The issue here is that `uint32.max` is not actually representable in `float32` - and rounds up when converting, from 4294967295 to 4294967300.0. This eventually leads to a cast overflow and undefined behavior - which is why we see different values between CPU and GPU.","The issue here is that uint32.max is not actually representable in float32 - and rounds up when converting, from 4294967295 to 4294967300.0. This eventually leads to a cast overflow and undefined behavior - which is why we see different values between CPU and GPU.",CONTRIBUTOR
59950,SuryanarayanaY,1465722800,2023-03-13 8:41:47,"@Zaoyee ,
For this case it seems `tf.io.parse_single_sequence_example` not working when `context_features =FixedLenSequenceFeature()` with Sparse input. Workaround seems to use` tf.io.VarLenFeature()` instead of `FixedLenSequenceFeature()`. Could you confirm whether this works for your case or do you have your case to use only with` FixedLenSequenceFeature()` ?","""For this case it seems tf.io.parse_single_sequence_example not working when context_features = FixedLenSequenceFeature() with Sparse input""",COLLABORATOR
58762,SuryanarayanaY,1465647510,2023-03-13 7:38:41,"Hi @SajjadAemmi ,
It seems the version compatibility between tensorflow and tensorflow-io causing the problem.
Can you try installing tensorflow-io alongwith its compatible tensorflow using the below code.
`!pip install tensorflow-io[tensorflow]`
For me the reported Import error gone with above installation code.Please refer to attached [gist](https://colab.research.google.com/gist/SuryanarayanaY/ad1c1c1af38ca6c5a6a80805751426cb/58762_r2.ipynb).","""It seems the version compatibility between tensorflow and tensorflow-io causing the problem.""",COLLABORATOR
59534,mattbahr,1465087968,2023-03-12 4:12:24,"It looks like `a.opaque()` is returning a null pointer. I tried adding the following lines of code before the call to `DoBlasInternalImpl`, and my test error was triggered.
```
const void *test = a.opaque();
if (!test) {
return tsl::errors::Internal(""TEST ERROR TRIGGERED"");
}
```
@swachhandl do you have any ideas on how we might handle this better?",a.opaque() is returning a null pointer.,CONTRIBUTOR
58700,cantonios,1462584225,2023-03-09 18:42:41,"We no longer support Windows GPU builds. 2.10 was the last supported release.
https://www.tensorflow.org/install/pip#windows-native",We no longer support Windows GPU builds. 2.10 was the last supported release.,CONTRIBUTOR
59915,nouiz,1460834406,2023-03-08 20:27:34,"The CI failed, but it doesn't seem related.","The CI failed, but it doesn't seem related.",CONTRIBUTOR
59724,albertz,1460582082,2023-03-08 17:48:50,"Maybe you misunderstood what I wrote. I did not say that the behavior is unexpected or not documented. I know that it is exactly as expected. But I'm not really asking about `tf.gather` here at all.
I'm asking for a **separate** new `tf.gather_with_fallback` or whatever you want to name it. Or maybe a new **option** for `tf.gather`.
I don't want to change any existing behavior.","""Maybe you misunderstood what I wrote.""",CONTRIBUTOR
59859,jpienaar,1460566153,2023-03-08 17:40:31,Still see failure tosa/tests/tfl-to-tosa-pipeline.mlir:390:45 and :358,Still see failure tosa/tests/tfl-to-tosa-pipeline.mlir:390:45 and :358.,MEMBER
59724,SuryanarayanaY,1460512659,2023-03-08 17:05:55,"Hi @ albertz,
Unfortunately this can't be considered as Feature now.With invalid data the behaviour is expected and also documented. Please refer the Developer [comment-1439267105](https://github.com/tensorflow/tensorflow/issues/59750#issuecomment-1439267105) regarding similar issue with same Op where it was clearly mentioned that it won't be considered for fix and closed the issue well.","""Unfortunately this can't be considered as Feature now.""",COLLABORATOR
59094,johnnkp,1459233542,2023-03-08 2:56:43,"My last comment is, kotlin gradle plugin 1.8+ required Java 11 as target. Sometimes need to freeze its version to 1.7 series.","""kotlin gradle plugin 1.8+ required Java 11 as target""",CONTRIBUTOR
59859,jpienaar,1458916760,2023-03-07 21:46:41,"I'm seeing
```
mlir/tosa/tests/tfl-to-tosa-pipeline.mlir:358:45: error: undefined variable: VAL_0
// CHECK: %[[VAL_3:.*]] = ""tosa.rescale""(%[[VAL_0]]) {double_round = false, input_zp = 128 : i32, multiplier = array<i32: 1073741824>, output_zp = 0 : i32, per_channel = false, scale32 = true, shift = array<i32: 30>}
^
```
on internal result.",mlir/tosa/tests/tfl-to-tosa-pipeline.mlir:358:45: error: undefined variable: VAL_0,MEMBER
59896,mihaimaruseac,1456733783,2023-03-06 18:34:29,"Oh they are, the PR is a clone of an old change. Solving the conflicts shows that there's nothing new.","Oh they are, the PR is a clone of an old change. Solving the conflicts shows that there's nothing new.",COLLABORATOR
59857,DEKHTIARJonathan,1456627997,2023-03-06 17:47:10,"@matthiaskramm could we work at making this not SavedModel specific maybe ?
https://github.com/tensorflow/tensorflow/blob/b737ee48f1de346151b1e32e4f2d8351071e64d7/tensorflow/compiler/mlir/tensorflow/transforms/tf_savedmodel_passes.td#L93-L113","""could we work at making this not SavedModel specific maybe ?""",CONTRIBUTOR
59887,mihaimaruseac,1456408291,2023-03-06 16:01:25,This seems like a recent regression,This seems like a recent regression.,COLLABORATOR
45446,PureTryOut,1456259351,2023-03-06 14:38:02,"Note that since then libexecinfo has been removed from Alpine Linux. They had technical reasons but I don't recall them exactly, it's been a while since I looked at this.",libexecinfo has been removed from Alpine Linux.,CONTRIBUTOR
38658,tilakrayal,1455923528,2023-03-06 11:04:03,"@leeyeetonn,
As per the documentation, whenever we are trying to use dtype=tf.int32 , it throws a **TypeError** if you try to clip an int to a float value ([tf.cast](https://www.tensorflow.org/api_docs/python/tf/cast) the input to float first) which was intended.
![image](https://user-images.githubusercontent.com/81610181/223092890-98ccf5a5-339b-4f38-add6-390d5ba267ce.png)
https://github.com/tensorflow/tensorflow/blob/master/tensorflow/python/ops/clip_ops.py","""TypeError""",CONTRIBUTOR
59534,mattbahr,1454356200,2023-03-04 3:19:50,"> Did you try investigating where the error is originating from? I'm not sure why it isn't being propagated with your changes in place.
I was on the wrong track comparing those two functions in `lstm_ops.cc` and `lstm_ops_gpu.cu.cc`. The internal error is originating here:
https://github.com/tensorflow/tensorflow/blob/4139a2ada21479f923a850bf2708dfe077a22254/tensorflow/core/kernels/rnn/blas_gemm.cc#L52-L56",I was on the wrong track comparing those two functions in lstm_ops.cc and lstm_ops_gpu.cu.cc. The internal error is originating here: https://github.com/tensorflow/tensorflow/blob/4139a2ada21479f923a850bf2708dfe077a22254/tensorflow/core/kernels/rnn/blas_gemm.cc#L52-L56.,CONTRIBUTOR
59772,shkarupa-alex,1453053957,2023-03-03 6:41:38,"> Till then could you please test it against the published tested configurations as below.
@sachinprasadhs , my test with stable release and cuda 11.2 is here https://github.com/tensorflow/tensorflow/issues/59772#issuecomment-1440047780
// ptxas warnings and DWConv is 2x slower","""ptxas warnings and DWConv is 2x slower""",CONTRIBUTOR
59828,adamcrume,1452860970,2023-03-03 2:26:11,"https://github.com/tensorflow/tensorflow/blob/90fda24ac68fffb9d6c3ca8db0268d47b6404735/README.md#official-builds just says ""Status Temporarily Unavailable"", nothing about it being permanently removed. Dropping GPU support on Windows wasn't widely announced. I see https://github.com/tensorflow/tensorflow/releases/tag/v2.11.0 says ""For using TensorFlow GPU on Windows, you will need to install TensorFlow in WSL2"", but that's not even listed under Breaking Changes (which this definitely is!).","""Dropping GPU support on Windows wasn't widely announced""",CONTRIBUTOR
59837,gzmkl,1452595395,2023-03-02 21:49:59,"I am not sure if my recent two commits (unblock 2 unit tests) caused the ""ARM CI / build (3.10) (pull_request)"" failure.
I could not find much useful info from ""Details""","I am not sure if my recent two commits (unblock 2 unit tests) caused the ""ARM CI / build (3.10) (pull_request) failure""",CONTRIBUTOR
59838,SuryanarayanaY,1452158414,2023-03-02 16:27:35,"Hi @trickiwoo , Thanks for your time for reporting this issue.
Basically the issue is coming due to tf.cast which is called by this API. With CPU `tf.cast(np.nan, tf.int32)` returns the min value of `tf.int32` i.e `-2147483648`. But with GPU `tf.cast(np.nan, tf.int32)` casting to `'0'`. This may be due to inconsistent behaviour with `nan` which is an undefined value. The result is coming from `pywrap_tfe.TFE_Py_FastPathExecute`. This type of behaviour expected with garbage data.","""This type of behaviour expected with garbage data.""",COLLABORATOR
59861,shelper,1452002258,2023-03-02 14:53:51,"i am not a bazel guy, played with it a little bit, but i didnt figure out how to access this api_level variable in this bazel file. I do have api_level defined in my root WORKSPACE file as below, but just dont know how can i get it ```
android_ndk_repository(
name=""androidndk"",
path=""/path/to/android-ndk-r21"",
api_level=21,
)
```",api_level = 21,CONTRIBUTOR
58493,JW1992,1451023470,2023-03-01 23:28:11,Closing it as the underlying cause should have been fixed in [#58369](https://github.com/tensorflow/tensorflow/issues/58369#issuecomment-1373394109). As a verification I cannot reproduce it using the latest version,Closing it as the underlying cause should have been fixed in [#58369](https://github.com/tensorflow/tensorflow/issues/58369#issuecomment-1373394109) as a verification I cannot reproduce it using the latest version.,CONTRIBUTOR
